VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000029334,110,I2301288
V000026027,97,I2302566
V000022717,120,I2301139
V000029195,111,I2302518
V000019923,120,I2300063
V000018506,120,I2300063
V000008206,120,I2300063
V000028443,120,I2302482
V000010951,120,I2300063
V000021238,360,I2300508
V000001116,180,I2300508
V000026432,120,I2301235
V000026674,120,I2301235
V000018631,120,I2301235
V000002234,120,I2301235
V000002769,120,I2301235
V000015636,60,I2300548
V000025385,120,I2302231
V00000770,60,I2302566
V000018892,60,I2302566
V000012945,60,I2302566
V000015389,60,I2302566
V000029616,60,I2302725
V000010847,60,I2302725
V000025062,60,I2302725
V000001056,49,I2300548
V000029225,60,I2300548
V000001975,50,I2300548
V000007370,55,I2300548
V000008588,57,I2301645
V000016156,54,I2301645
V000013698,60,I2302725
V000002307,60,I2302725
V000016697,60,I2302566
V000026249,60,I2302566
V000011132,35,I2302386
V000014336,113,I2302386
V000016257,116,I2301732
V000026067,109,I2301732
V000025910,52,I2301732
V000030045,93,I2301732
V000009950,139,I2301732
V000019040,100,I2301732
V000006362,87,I2301732
V000017885,103,I2301732
V000002182,56,I2301027
V000013189,180,I2301504
V000016633,180,I2301504
V000008349,161,I2301504
V000012229,165,I2301504
V000030117,180,I2301504
V000019087,180,I2301504
V000029914,180,I2301504
V000019145,103,I2300690
V000025389,96,I2300690
V000008876,180,I2301504
V000012576,180,I2300592
V000017208,180,I2300592
V000024575,180,I2300592
V000029726,180,I2300592
V000011995,180,I2300592
V000027319,180,I2300592
V000005227,180,I2300356
V000027762,180,I2300356
V000019182,180,I2300356
V000012262,180,I2300356
V000026998,180,I2300356
V000024545,180,I2300356
V000016963,175,I2300356
V000006849,180,I2300356
V000008810,180,I2300356
V000009868,180,I2302371
V000007761,180,I2302371
V000002094,180,I2302371
V000022870,180,I2302371
V000019110,180,I2302371
V000007110,180,I2302371
V000020263,180,I2302371
V000011147,180,I2302371
V000029598,180,I2302371
V00000113,180,I2301235
V000007818,167,I2300638
V000030041,180,I2301774
V000002320,180,I2301774
V000008677,180,I2301774
V000007590,180,I2301774
V000024328,180,I2301774
V000006372,180,I2301774
V000004127,180,I2301774
V000028808,180,I2301774
V000009259,180,I2301774
V000003473,180,I2301774
V000026944,180,I2301774
V000026767,180,I2301774
V000028948,60,I2301645
V000014032,53,I2301645
V000005795,120,I2301426
V000021140,177,I2300638
V000026910,180,I2300638
V000020082,180,I2300638
V000010741,180,I2300638
V000007578,95,I2300638
V000017988,95,I2300638
V000027834,180,I2300638
V000019650,80,I2300638
V000012304,180,I2300638
V000004398,100,I2300638
V000006418,83,I2300638
V000009831,180,I2300638
V000007294,180,I2300638
V000015332,87,I2301363
V00000415,180,I2300622
V000017652,180,I2300622
V000023829,180,I2300622
V000009291,180,I2300622
V000024211,180,I2300622
V000008734,180,I2300622
V000028562,180,I2300622
V000003823,180,I2300622
V000015696,180,I2300622
V000019791,89,I2300622
V000020555,119,I2301328
V000030395,117,I2301328
V00000443,120,I2301328
V000011851,67,I2301328
V000005312,61,I2302482
V000025450,142,I2301417
V000001974,116,I2302231
V000006212,120,I2302231
V000010278,120,I2302231
V000009280,120,I2302231
V000012115,120,I2302231
V00000763,959,I2300968
V000003158,660,I2300968
V00000404,959,I2300968
V000028479,2,I2301047
V000025469,3,I2301047
V000003318,60,I2302725
V00000138,60,I2302725
V000019042,60,I2302725
V000022599,60,I2302725
V00000855,180,I2302287
V000025240,54,I2302287
V000003683,60,I2301328
V000003827,54,I2301328
V000021535,180,I2302287
V000014043,60,I2301328
V000007822,60,I2301328
V000017878,60,I2301328
V000012398,180,I2300986
V00000385,53,I2300548
V00000080,55,I2300548
V00000829,54,I2300548
V000002948,180,I2300986
V000024008,46,I2300548
V000017897,142,I2300986
V000030402,180,I2300986
V000023771,120,I2300259
V000002489,120,I2300259
V000005342,101,I2300259
V000015235,117,I2300259
V000020611,120,I2300259
V00000772,120,I2300259
V000019119,120,I2300259
V000029611,120,I2300259
V000011420,120,I2300259
V000006832,120,I2300259
V000009635,120,I2300259
V000016196,120,I2300259
V000010092,120,I2300259
V000018871,120,I2300259
V000020123,120,I2300259
V000018030,120,I2300259
V000008911,120,I2300259
V000025835,120,I2300259
V000017914,180,I2300518
V000025956,180,I2300518
V000002275,180,I2300518
V000005876,61,I2300518
V000028573,180,I2300518
V000024070,180,I2300412
V000021900,180,I2300412
V000001750,180,I2300412
V000014124,180,I2300412
V000023775,180,I2300412
V000019535,180,I2300412
V000022846,180,I2300412
V000028858,180,I2300412
V000010708,180,I2300412
V000019335,180,I2300412
V000015091,180,I2300412
V000001490,180,I2300412
V000002671,180,I2300412
V000003090,132,I2302611
V000018970,180,I2302611
V000018626,121,I2302611
V000013437,180,I2302611
V000007778,118,I2302611
V000024013,180,I2302611
V000003263,142,I2302611
V000009478,180,I2302611
V000024896,132,I2302611
V000005175,180,I2302611
V000021365,117,I2302611
V000019859,180,I2302611
V000016526,129,I2302611
V000013267,180,I2302611
V000006289,148,I2302611
V000003906,121,I2302611
V000022520,180,I2302611
V000023737,180,I2302132
V000025907,180,I2302132
V000017104,180,I2302132
V000010784,180,I2302132
V000007182,180,I2302132
V000003890,180,I2302132
V000002419,178,I2302132
V000010053,180,I2302132
V000008621,180,I2302132
V000012260,180,I2302132
V000017428,180,I2302132
V000016646,180,I2302132
V000030252,99,I2302197
V00000895,180,I2302197
V000002897,180,I2302197
V00000066,180,I2302197
V000008246,180,I2302197
V000016619,180,I2302197
V000011258,180,I2302197
V000015034,18,I2302197
V000001560,180,I2302197
V000013011,180,I2302197
V000015577,180,I2302197
V000021641,180,I2302197
V000023749,180,I2302197
V000013735,180,I2302197
V000021028,180,I2301336
V000015191,180,I2301336
V000019284,180,I2301336
V000006773,180,I2301336
V000004851,180,I2301336
V000009880,180,I2301336
V000011083,180,I2301336
V000005340,179,I2301336
V000010882,180,I2301336
V000026407,180,I2301336
V000025449,180,I2301336
V000028252,180,I2301336
V000028008,180,I2301336
V000011178,180,I2301336
V000013930,180,I2301336
V000022612,180,I2301336
V000019081,180,I2301336
V000020523,180,I2301336
V000009327,146,I2301604
V000012329,133,I2301604
V000006619,120,I2301604
V000026686,180,I2301604
V000027604,129,I2301604
V000011680,102,I2302569
V000007116,102,I2302569
V000019575,130,I2300542
V000023603,120,I2300152
V000011035,120,I2300152
V000028277,120,I2300152
V000025282,120,I2300152
V000019542,120,I2300152
V000017934,110,I2300152
V000022887,180,I2302080
V000024015,1,I2302080
V000014519,180,I2302080
V000027695,1,I2302080
V000001521,3,I2302080
V000003327,5,I2302080
V000001876,120,I2300152
V000003450,102,I2300152
V000019924,1,I2302080
V000006717,144,I2302080
V000003557,142,I2302080
V000009563,124,I2302080
V00000885,180,I2302080
V000028698,153,I2302080
V000021276,180,I2302080
V000015462,83,I2302080
V000021575,180,I2302080
V000029418,180,I2302502
V000028380,180,I2302502
V000019132,180,I2302502
V000009161,180,I2302502
V000029017,180,I2302502
V000019501,180,I2302502
V000003902,180,I2302502
V000026174,180,I2302502
V000005896,180,I2302502
V000010389,180,I2302502
V000020605,180,I2302502
V000026632,180,I2300542
V000007038,84,I2300542
V000018875,103,I2300542
V000021623,100,I2300542
V000001517,35,I2300542
V000002457,60,I2302440
V000008301,60,I2302440
V000021966,60,I2302440
V000022685,60,I2302440
V000002542,60,I2302440
V000019149,60,I2302440
V00000121,60,I2302440
V000020572,60,I2302440
V000013334,60,I2302440
V00000241,60,I2302440
V000015103,60,I2302440
V000015000,60,I2302440
V000015229,60,I2302440
V000029823,60,I2302440
V000018141,99,I2301609
V000006984,180,I2301388
V000004335,180,I2300382
V000023182,180,I2300382
V000007679,150,I2300382
V000008240,76,I2300591
V00000478,120,I2302370
V000005922,120,I2302370
V000016144,120,I2300734
V000014106,120,I2302370
V000021844,120,I2300734
V000019405,120,I2302370
V000019463,120,I2300734
V000028394,120,I2302370
V000028342,120,I2302370
V000019139,120,I2302370
V000022107,120,I2302370
V000008609,120,I2302370
V000028871,120,I2302370
V000018232,120,I2302370
V000004080,113,I2302370
V000021090,60,I2301645
V000016134,118,I2302370
V000022904,120,I2302370
V000008565,60,I2301645
V000022603,60,I2301645
V000027240,160,I2301816
V000018046,160,I2301816
V00000067,180,I2301816
V000005906,180,I2301816
V000016677,180,I2301816
V000021166,180,I2301816
V000018123,58,I2302566
V000020578,180,I2301047
V000005075,103,I2300911
V000030107,62,I2300911
V000017928,120,I2300861
V000017902,120,I2300861
V000019062,120,I2300861
V000008219,120,I2300861
V000004733,41,I2300911
V000007918,60,I2300911
V000026066,120,I2302482
V000002795,116,I2302482
V000006801,180,I2300508
V000010235,180,I2300508
V000027158,120,I2300861
V000019362,120,I2300861
V000007476,40,I2301369
V000006198,120,I2300861
V000009515,120,I2301369
V000007693,111,I2300151
V000023816,140,I2301388
V000005521,137,I2301388
V000025388,125,I2301388
V000011806,180,I2301388
V000002365,180,I2301388
V000014613,1,I2300050
V000007579,180,I2300632
V000020527,120,I2301555
V000022821,180,I2300632
V000002910,120,I2301555
V000030030,180,I2300632
V000006132,120,I2301555
V000003587,180,I2300632
V000019292,180,I2300632
V000014353,180,I2300632
V000026373,68,I2302482
V000015550,9,I2300508
V000024434,1,I2300508
V00000172,120,I2300508
V00000534,120,I2300508
V000029059,120,I2300508
V000007882,120,I2300508
V000016964,120,I2300508
V000016799,120,I2300508
V000024383,120,I2300508
V000015299,108,I2302482
V000023641,106,I2302482
V000013293,120,I2302482
V000026287,107,I2302482
V00000870,180,I2300274
V000027100,106,I2300548
V000025517,180,I2300274
V000007298,100,I2300548
V000013330,180,I2300274
V000011171,99,I2300548
V000014719,180,I2300274
V000009832,93,I2300548
V000022159,180,I2300274
V000029293,60,I2301645
V000011103,102,I2300206
V000017917,120,I2300206
V000013747,120,I2300206
V000008102,120,I2300206
V000015379,120,I2300206
V000008019,120,I2300206
V000028950,55,I2300206
V000010028,90,I2300206
V000001279,118,I2300206
V000007690,91,I2301203
V000005661,120,I2301203
V000018765,120,I2301203
V000002576,120,I2301203
V000020877,120,I2301203
V000025569,120,I2301203
V000007221,120,I2301203
V000028694,120,I2301203
V000005843,120,I2301203
V000012099,119,I2301238
V000023416,180,I2300031
V000024888,180,I2300031
V000028633,140,I2300031
V000017640,81,I2300031
V000024935,180,I2300031
V000012913,180,I2300031
V000028178,180,I2300031
V000028960,180,I2300031
V000011127,44,I2301238
V000024648,110,I2301238
V000019497,106,I2300591
V000013215,123,I2300591
V000012407,86,I2300591
V000007934,50,I2300591
V000020685,93,I2300591
V000029772,180,I2300591
V000028507,180,I2300592
V00000370,166,I2300591
V000003945,77,I2300591
V000022795,60,I2302356
V000007852,18,I2302356
V000023764,60,I2302356
V000019322,60,I2302356
V000017397,60,I2302356
V000022415,60,I2302356
V000006035,120,I2300098
V000010970,120,I2300098
V000003737,120,I2300098
V000030102,120,I2300098
V000013186,180,I2300986
V000006539,120,I2301555
V000022778,120,I2301555
V000008703,150,I2301609
V000008728,110,I2301609
V000009157,110,I2301609
V000026842,89,I2301609
V000012425,131,I2301609
V000004865,101,I2301609
V000004162,135,I2301609
V000013723,172,I2301609
V000022039,120,I2301555
V000027396,120,I2301555
V000026577,120,I2301555
V000024104,120,I2301555
V000025452,120,I2301555
V000005305,120,I2301555
V000022961,120,I2301555
V000010360,140,I2301720
V000013856,130,I2301720
V00000232,158,I2301720
V000018922,151,I2301720
V000028809,118,I2301720
V000026891,107,I2301720
V000021998,62,I2301720
V000020904,113,I2301720
V000002341,92,I2302482
V000007632,120,I2302356
V000018682,76,I2302356
V000011702,120,I2302356
V000013506,120,I2302356
V000017069,120,I2302356
V000020638,114,I2302356
V000028974,33,I2301139
V000005519,61,I2302482
V000011012,60,I2301139
V000018043,60,I2301645
V000021598,59,I2302566
V00000365,60,I2301645
V000020076,58,I2301645
V000019545,60,I2301645
V000007519,120,I2302231
V000006632,60,I2301645
V000016511,110,I2302231
V000001124,120,I2302231
V000012902,120,I2302231
V000013615,108,I2302231
V000024638,120,I2302231
V000007086,120,I2302231
V000005946,60,I2301139
V000001950,180,I2301139
V000013093,56,I2302230
V000017164,72,I2302230
V000005037,55,I2302518
V000028270,53,I2302518
V000018067,120,I2302356
V000008555,120,I2301354
V000005488,120,I2301906
V000010570,82,I2301288
V000022631,120,I2301288
V000006746,120,I2301288
V000020863,120,I2301906
V000012522,120,I2301288
V000021412,120,I2301906
V000024044,120,I2301288
V000022195,120,I2301906
V000028055,120,I2301288
V000028336,120,I2301906
V000017898,9,I2301288
V000027952,120,I2301906
V000011711,120,I2301288
V000010763,120,I2301288
V000024009,149,I2301559
V000002195,85,I2300518
V000002503,129,I2300244
V000023640,180,I2300244
V000022059,180,I2300244
V000006479,180,I2300244
V000009625,180,I2300244
V000022558,180,I2300244
V000004572,1,I2300244
V000024056,180,I2300244
V000001456,72,I2300098
V000014989,71,I2300098
V000007992,120,I2300098
V000017775,120,I2300098
V00000587,120,I2300098
V000021350,105,I2300098
V000027823,144,I2301143
V000025840,148,I2301143
V000004815,959,I2300968
V000018622,959,I2300968
V000018830,660,I2300968
V000021755,122,I2302230
V000012488,120,I2301780
V000001452,120,I2301780
V000027024,120,I2301780
V000012175,120,I2301780
V000008141,120,I2301780
V000011488,98,I2301780
V000030292,98,I2301780
V000021873,107,I2301780
V00000171,60,I2300639
V000011857,180,I2300986
V000026829,180,I2300986
V000013212,90,I2302482
V000013722,120,I2300706
V000026682,60,I2301139
V000014175,180,I2302512
V000012582,120,I2302512
V000006258,120,I2302512
V000005025,120,I2300815
V000001884,120,I2300815
V000014845,120,I2301780
V000013991,180,I2302690
V000005873,180,I2302690
V000017454,112,I2300151
V000017377,120,I2300151
V000010074,93,I2300151
V000025417,120,I2300151
V000026500,110,I2300151
V000013170,97,I2300151
V000028785,120,I2300151
V000026062,111,I2300151
V000007043,120,I2300151
V000029676,102,I2300151
V000002170,120,I2300151
V000011888,44,I2300151
V000028970,180,I2300151
V000001739,120,I2302063
V000008938,108,I2302063
V000029831,99,I2302063
V000009211,120,I2302063
V000008478,102,I2302063
V000005477,96,I2302063
V000016812,120,I2302063
V000023623,106,I2302063
V000008108,113,I2301991
V000021513,105,I2301991
V000013269,112,I2301991
V000021608,120,I2301991
V000012699,120,I2301991
V000002665,120,I2301991
V000028190,120,I2301991
V000010157,120,I2301991
V00000244,112,I2301991
V00000578,120,I2301991
V000011361,210,I2301330
V000006041,180,I2301330
V000012537,180,I2301330
V000014214,180,I2301330
V000012833,180,I2301330
V000030408,180,I2300382
V000018075,135,I2300382
V000009665,180,I2301330
V000027510,180,I2301330
V00000764,180,I2300382
V000010923,180,I2301330
V000024910,180,I2301330
V000004194,178,I2300382
V000026637,180,I2301330
V000002516,180,I2300382
V000011521,180,I2300382
V000014414,180,I2300382
V000004286,120,I2300706
V000026435,120,I2300706
V000008105,120,I2300706
V000008831,96,I2301767
V000002583,94,I2301767
V000001234,45,I2301767
V000022077,180,I2301767
V000026724,180,I2301767
V000023291,180,I2301767
V000003543,180,I2300592
V000006285,6,I2300329
V000012162,2,I2301680
V000012508,5,I2302263
V000007214,120,I2300734
V000018199,102,I2300734
V000021785,83,I2300734
V000029576,120,I2300734
V000029624,115,I2300734
V000002429,68,I2300734
V000018759,120,I2302231
V000016817,180,I2300203
V000029770,180,I2300203
V000002304,180,I2300203
V000021984,97,I2302686
V000014019,120,I2302686
V000013479,90,I2301363
V000005563,59,I2301426
V000023600,180,I2300518
V000009301,150,I2300518
V000003608,60,I2300518
V000022645,120,I2301837
V000030331,120,I2302050
V000009047,180,I2302050
V000027746,75,I2300305
V000026643,87,I2300305
V000014404,120,I2300305
V000019298,155,I2300305
V000022411,180,I2302059
V000008512,88,I2302050
V000026158,91,I2302050
V000010902,15,I2301236
V000018652,15,I2302467
V000017582,7,I2301759
V000006112,3,I2301054
V000014462,2,I2301054
V000010415,98,I2300347
V000006468,111,I2300347
V000027260,76,I2300347
V000027431,105,I2300347
V000007555,94,I2300347
V000022071,82,I2300347
V000004331,6,I2301472
V000023172,12,I2301613
V000029426,1,I2301639
V000012132,6,I2302674
V000014790,7,I2300329
V000010113,3,I2301054
V000019142,2,I2301680
V000013283,2,I2301054
V000012876,74,I2301280
V000029804,39,I2301280
V000021768,68,I2301280
V000005038,34,I2301880
V000022231,15,I2301880
V000015806,15,I2301880
V000007351,56,I2301880
V000003615,34,I2301880
V000018726,32,I2301880
V000011652,61,I2301880
V000030368,12,I2301880
V000002111,10,I2301880
V000010198,11,I2301880
V000014417,35,I2301880
V000003665,29,I2301880
V000029292,251,I2301084
V000007672,44,I2301280
V000009836,110,I2301084
V000011459,103,I2301084
V000011073,37,I2301880
V000011757,22,I2301880
V000013123,128,I2301084
V000021532,120,I2301084
V000021622,108,I2301084
V000019631,96,I2301084
V000010356,50,I2301880
V000015180,115,I2301084
V000003606,116,I2301084
V000004071,15,I2302467
V000023602,3,I2301880
V000019201,19,I2301880
V000006741,19,I2301880
V000025441,100,I2301084
V000014715,102,I2301084
V000027129,88,I2301880
V000028955,29,I2301880
V000003481,115,I2301084
V000011863,98,I2301084
V000015536,103,I2301084
V000006724,102,I2301084
V000028450,30,I2301084
V00000677,27,I2301084
V000025543,88,I2301084
V000003688,60,I2300648
V000012767,182,I2300648
V000026700,257,I2300648
V000006552,264,I2300648
V000004521,253,I2300648
V000006307,180,I2300648
V000010720,235,I2300648
V000012275,210,I2300648
V000030209,240,I2300648
V000010317,137,I2300648
V000005824,8,I2301759
V000029895,153,I2302219
V000011316,139,I2302219
V000020558,7,I2301242
V000024671,5,I2301242
V000014799,7,I2301242
V000001007,7,I2301242
V000030067,7,I2301242
V000001789,96,I2302077
V000006639,56,I2302329
V000022718,125,I2302136
V000012555,100,I2302136
V000008016,106,I2302136
V00000755,98,I2302136
